id_departamento,grupo_etario,cantidad
54042,0-5,8721
54042,6-12,10328
54042,12-18,11407
54042,>18,60676
54049,0-5,5458
54049,6-12,5949
54049,12-18,6138
54049,>18,27910
54056,0-5,8802
54056,6-12,9732
54056,12-18,10537
54056,>18,48003
54063,0-5,10641
54063,6-12,12219
54063,12-18,13000
54063,>18,63977
54070,0-5,4430
54070,6-12,5235
54070,12-18,5726
54070,>18,33999
54077,0-5,5227
54077,6-12,5931
54077,12-18,6521
54077,>18,34485
54084,0-5,3674
54084,6-12,4579
54084,12-18,4992
54084,>18,25374
54091,0-5,11680
54091,6-12,13783
54091,12-18,14897
54091,>18,80341
54098,0-5,6498
54098,6-12,7468
54098,12-18,7918
54098,>18,41309
54105,0-5,2346
54105,6-12,2808
54105,12-18,2956
54105,>18,14968
54112,0-5,4462
54112,6-12,4904
54112,12-18,4984
54112,>18,20339
54119,0-5,3369
54119,6-12,3671
54119,12-18,3903
54119,>18,19932
58007,0-5,878
58007,6-12,1032
58007,12-18,1197
58007,>18,7065
58014,0-5,1908
58014,6-12,2170
58014,12-18,2191
58014,>18,11880
58021,0-5,220
58021,6-12,316
58021,12-18,310
58021,>18,1794
58028,0-5,360
58028,6-12,456
58028,12-18,540
58028,>18,3475
58035,0-5,34739
58035,6-12,44946
58035,12-18,49728
58035,>18,337803
58042,0-5,1298
58042,6-12,1819
58042,12-18,2044
58042,>18,13127
58049,0-5,1713
58049,6-12,2147
58049,12-18,2356
58049,>18,14636
58056,0-5,2801
58056,6-12,3767
58056,12-18,4511
58056,>18,28486
58063,0-5,675
58063,6-12,811
58063,12-18,845
58063,>18,5364
58070,0-5,1136
58070,6-12,1557
58070,12-18,1770
58070,>18,11038
58077,0-5,737
58077,6-12,884
58077,12-18,1008
58077,>18,6637
58084,0-5,440
58084,6-12,563
58084,12-18,605
58084,>18,3963
58091,0-5,2678
58091,6-12,3445
58091,12-18,3890
58091,>18,19707
58098,0-5,391
58098,6-12,533
58098,12-18,543
58098,>18,3618
58105,0-5,721
58105,6-12,952
58105,12-18,938
58105,>18,5858
58112,0-5,3426
58112,6-12,4712
58112,12-18,5301
58112,>18,32100
62007,0-5,4517
62007,6-12,6136
62007,12-18,7034
62007,>18,46157
62014,0-5,3407
62014,6-12,4196
62014,12-18,4870
62014,>18,28686
62021,0-5,11266
62021,6-12,14905
62021,12-18,16295
62021,>18,118976
62028,0-5,605
62028,6-12,723
62028,12-18,747
62028,>18,5321
62035,0-5,545
62035,6-12,780
62035,12-18,796
62035,>18,4838
62042,0-5,29296
62042,6-12,37152
62042,12-18,41788
62042,>18,271390
62049,0-5,274
62049,6-12,354
62049,12-18,375
62049,>18,2678
62056,0-5,113
62056,6-12,125
62056,12-18,143
62056,>18,1070
62063,0-5,1344
62063,6-12,1671
62063,12-18,1711
62063,>18,11766
62070,0-5,598
62070,6-12,943
62070,12-18,985
62070,>18,6782
62077,0-5,2730
62077,6-12,3609
62077,12-18,3973
62077,>18,25160
62084,0-5,337
62084,6-12,395
62084,12-18,429
62084,>18,3137
62091,0-5,1353
62091,6-12,1600
62091,12-18,1884
62091,>18,11716
66007,0-5,7052
66007,6-12,8007
66007,12-18,9023
66007,>18,45359
66014,0-5,832
66014,6-12,1080
66014,12-18,1039
66014,>18,5975
66021,0-5,1430
66021,6-12,2036
66021,12-18,2229
66021,>18,12126
66028,0-5,47812
66028,6-12,61799
66028,12-18,69500
66028,>18,444889
66035,0-5,5342
66035,6-12,6901
66035,12-18,7225
66035,>18,36243
66042,0-5,2069
66042,6-12,2580
66042,12-18,3002
66042,>18,17063
66049,0-5,4858
66049,6-12,5990
66049,12-18,6453
66049,>18,38444
66056,0-5,19509
66056,6-12,22243
66056,12-18,24083
66056,>18,111612
66063,0-5,314
66063,6-12,343
66063,12-18,392
66063,>18,2441
66070,0-5,676
66070,6-12,777
66070,12-18,938
66070,>18,3724
66077,0-5,966
66077,6-12,1219
66077,12-18,1287
66077,>18,8773
66084,0-5,596
66084,6-12,775
66084,12-18,884
66084,>18,4926
66091,0-5,167
66091,6-12,223
66091,12-18,271
66091,>18,1127
66098,0-5,760
66098,6-12,953
66098,12-18,1064
66098,>18,6110
66105,0-5,875
66105,6-12,962
66105,12-18,1091
66105,>18,4253
66112,0-5,4326
66112,6-12,4909
66112,12-18,5274
66112,>18,33518
66119,0-5,516
66119,6-12,716
66119,12-18,827
66119,>18,3747
66126,0-5,16651
66126,6-12,19414
66126,12-18,21379
66126,>18,102270
66133,0-5,5048
66133,6-12,5525
66133,12-18,5831
66133,>18,21656
66140,0-5,2966
66140,6-12,3545
66140,12-18,3903
66140,>18,23334
66147,0-5,4735
66147,6-12,5684
66147,12-18,6128
66147,>18,34413
66154,0-5,674
66154,6-12,950
66154,12-18,964
66154,>18,5190
66161,0-5,909
66161,6-12,1226
66161,12-18,1428
66161,>18,5847
70007,0-5,2958
70007,6-12,3634
70007,12-18,4162
70007,>18,20526
70014,0-5,969
70014,6-12,1181
70014,12-18,1363
70014,>18,6657
70021,0-5,1104
70021,6-12,1255
70021,12-18,1337
70021,>18,6970
70028,0-5,7849
70028,6-12,9115
70028,12-18,10752
70028,>18,87132
70035,0-5,4319
70035,6-12,4835
70035,12-18,5830
70035,>18,29032
70042,0-5,9879
70042,6-12,11599
70042,12-18,13364
70042,>18,68929
70049,0-5,819
70049,6-12,945
70049,12-18,1047
70049,>18,6014
70056,0-5,2155
70056,6-12,2384
70056,12-18,2795
70056,>18,17934
70063,0-5,1295
70063,6-12,1488
70063,12-18,1606
70063,>18,8108
70070,0-5,7282
70070,6-12,8963
70070,12-18,10027
70070,>18,46606
70077,0-5,11959
70077,6-12,14695
70077,12-18,16316
70077,>18,93611
70084,0-5,8399
70084,6-12,10029
70084,12-18,11273
70084,>18,71632
70091,0-5,1586
70091,6-12,1863
70091,12-18,2020
70091,>18,9567
70098,0-5,5620
70098,6-12,6657
70098,12-18,7378
70098,>18,43041
70105,0-5,2876
70105,6-12,3274
70105,12-18,3883
70105,>18,17154
70112,0-5,614
70112,6-12,738
70112,12-18,830
70112,>18,4271
70119,0-5,772
70119,6-12,825
70119,12-18,939
70119,>18,5888
70126,0-5,2294
70126,6-12,2553
70126,12-18,3050
70126,>18,12925
70133,0-5,679
70133,6-12,765
70133,12-18,845
70133,>18,4384
74007,0-5,2003
74007,6-12,2327
74007,12-18,2914
74007,>18,16406
74014,0-5,444
74014,6-12,561
74014,12-18,635
74014,>18,3934
74021,0-5,1180
74021,6-12,1490
74021,12-18,1861
74021,>18,11512
74028,0-5,1946
74028,6-12,2353
74028,12-18,3001
74028,>18,19221
74035,0-5,11922
74035,6-12,14672
74035,12-18,17891
74035,>18,104185
74042,0-5,1283
74042,6-12,1464
74042,12-18,1837
74042,>18,9749
74049,0-5,2825
74049,6-12,3659
74049,12-18,4569
74049,>18,29235
74056,0-5,19681
74056,6-12,24700
74056,12-18,31276
74056,>18,185111
74063,0-5,327
74063,6-12,373
74063,12-18,516
74063,>18,3473
78007,0-5,1456
78007,6-12,1663
78007,12-18,1783
78007,>18,10132
78014,0-5,10716
78014,6-12,13790
78014,12-18,15834
78014,>18,85925
78021,0-5,10573
78021,6-12,14016
78021,12-18,16107
78021,>18,96612
78028,0-5,2180
78028,6-12,2815
78028,12-18,3093
78028,>18,17294
78035,0-5,1298
78035,6-12,1375
78035,12-18,1415
78035,>18,8495
78042,0-5,1110
78042,6-12,1489
78042,12-18,1574
78042,>18,8654
78049,0-5,585
78049,6-12,744
78049,12-18,783
78049,>18,4158
82007,0-5,3597
82007,6-12,4246
82007,12-18,4950
82007,>18,35750
82014,0-5,5966
82014,6-12,7096
82014,12-18,8306
82014,>18,64892
82021,0-5,15092
82021,6-12,17526
82021,12-18,20504
82021,>18,136341
82028,0-5,6793
82028,6-12,8043
82028,12-18,9828
82028,>18,68335
82035,0-5,2349
82035,6-12,2543
82035,12-18,2615
82035,>18,17345
82042,0-5,14884
82042,6-12,17783
82042,12-18,20506
82042,>18,147280
82049,0-5,17202
82049,6-12,19144
82049,12-18,22348
82049,>18,138838
82056,0-5,5742
82056,6-12,6722
82056,12-18,7235
82056,>18,53936
82063,0-5,42937
82063,6-12,51558
82063,12-18,59938
82063,>18,413823
82070,0-5,8519
82070,6-12,10020
82070,12-18,11909
82070,>18,84281
82077,0-5,2720
82077,6-12,3104
82077,12-18,3817
82077,>18,21300
82084,0-5,97904
82084,6-12,117871
82084,12-18,130364
82084,>18,991817
82091,0-5,5906
82091,6-12,7064
82091,12-18,8200
82091,>18,51422
82098,0-5,3076
82098,6-12,3454
82098,12-18,3561
82098,>18,23088
82105,0-5,6707
82105,6-12,7813
82105,12-18,8888
82105,>18,61208
82112,0-5,3766
82112,6-12,4407
82112,12-18,4999
82112,>18,33313
82119,0-5,16356
82119,6-12,19715
82119,12-18,20824
82119,>18,136889
82126,0-5,5177
82126,6-12,6077
82126,12-18,6928
82126,>18,49115
82133,0-5,4985
82133,6-12,5622
82133,12-18,6460
82133,>18,38395
86007,0-5,804
86007,6-12,908
86007,12-18,1097
86007,>18,6149
86014,0-5,2298
86014,6-12,2442
86014,12-18,2781
86014,>18,12582
86021,0-5,1520
86021,6-12,1820
86021,12-18,2228
86021,>18,9324
86028,0-5,2758
86028,6-12,3000
86028,12-18,3758
86028,>18,15945
86035,0-5,16118
86035,6-12,18598
86035,12-18,20112
86035,>18,115572
86042,0-5,1033
86042,6-12,1115
86042,12-18,1252
86042,>18,7408
86049,0-5,26352
86049,6-12,31921
86049,12-18,35687
86049,>18,234863
86056,0-5,3908
86056,6-12,4205
86056,12-18,5128
86056,>18,22411
86063,0-5,3746
86063,6-12,4467
86063,12-18,5329
86063,>18,30149
86070,0-5,2127
86070,6-12,2373
86070,12-18,2901
86070,>18,12843
86077,0-5,4772
86077,6-12,5109
86077,12-18,6327
86077,>18,30094
86084,0-5,900
86084,6-12,929
86084,12-18,1107
86084,>18,6314
86091,0-5,1847
86091,6-12,1990
86091,12-18,2441
86091,>18,12342
86098,0-5,2152
86098,6-12,2575
86098,12-18,3014
86098,>18,12825
86105,0-5,2243
86105,6-12,2577
86105,12-18,3035
86105,>18,16191
86112,0-5,112
86112,6-12,120
86112,12-18,183
86112,>18,1024
86119,0-5,4608
86119,6-12,4781
86119,12-18,6032
86119,>18,24930
86126,0-5,1392
86126,6-12,1482
86126,12-18,1865
86126,>18,10268
86133,0-5,2632
86133,6-12,3051
86133,12-18,3520
86133,>18,16989
86140,0-5,1286
86140,6-12,1334
86140,12-18,1575
86140,>18,8139
86147,0-5,6377
86147,6-12,7369
86147,12-18,8056
86147,>18,44834
86154,0-5,487
86154,6-12,561
86154,12-18,627
86154,>18,3638
86161,0-5,5435
86161,6-12,6060
86161,12-18,7095
86161,>18,35287
86168,0-5,1294
86168,6-12,1443
86168,12-18,1957
86168,>18,8080
86175,0-5,1183
86175,6-12,1345
86175,12-18,1737
86175,>18,6917
86182,0-5,533
86182,6-12,630
86182,12-18,716
86182,>18,3154
86189,0-5,861
86189,6-12,1008
86189,12-18,1241
86189,>18,6655
90007,0-5,4330
90007,6-12,5233
90007,12-18,5743
90007,>18,30151
90014,0-5,21071
90014,6-12,25245
90014,12-18,28012
90014,>18,153358
90021,0-5,7651
90021,6-12,9110
90021,12-18,10586
90021,>18,64960
90028,0-5,4239
90028,6-12,4753
90028,12-18,5343
90028,>18,28333
90035,0-5,1434
90035,6-12,1629
90035,12-18,1864
90035,>18,10611
90042,0-5,2908
90042,6-12,3478
90042,12-18,4108
90042,>18,24249
90049,0-5,1894
90049,6-12,2167
90049,12-18,2672
90049,>18,14462
90056,0-5,5678
90056,6-12,6760
90056,12-18,7848
90056,>18,46065
90063,0-5,8542
90063,6-12,10920
90063,12-18,11725
90063,>18,62275
90070,0-5,6523
90070,6-12,7986
90070,12-18,9204
90070,>18,53755
90077,0-5,5525
90077,6-12,6593
90077,12-18,7630
90077,>18,45177
90084,0-5,44089
90084,6-12,51884
90084,12-18,59056
90084,>18,432258
90091,0-5,3132
90091,6-12,3784
90091,12-18,4234
90091,>18,25795
90098,0-5,1828
90098,6-12,2270
90098,12-18,2471
90098,>18,15811
90105,0-5,15052
90105,6-12,18682
90105,12-18,20891
90105,>18,118251
90112,0-5,2185
90112,6-12,2451
90112,12-18,2881
90112,>18,15920
90119,0-5,8420
90119,6-12,10227
90119,12-18,11669
90119,>18,72272
94008,0-5,8087
94008,6-12,10167
94008,12-18,11428
94008,>18,69238
94011,0-5,581
94011,6-12,715
94011,12-18,779
94011,>18,3951
94015,0-5,6135
94015,6-12,7604
94015,12-18,8504
94015,>18,91375349
