Cueanexo,Primario,Secundario,Inicial,id_departamento
60865400, , ,1,64270
60865500,1, ,,64270
60865600, , ,,64270
60865800, ,1,,64340
60865900, ,1,,64340
60866000, ,1,,64340
60866100, ,1,,64270
60866101, ,1,,64270
60866300, ,1,,64270
60866400, ,1,,64270
60866500, , ,1,65680
60866600,1, ,,60280
60866700, ,1,,60280
60866800,1, ,,68260
60867000,1, ,,65680
60867100, ,1,,64270
60867200, , ,1,64270
60867300,1, ,1,64270
60867500, , ,1,64270
60867700,1, ,,64270
60867800,1, ,,64270
60867900, ,1,,64270
60868000, , ,1,64340
60868100,1, ,,64340
60868200, ,1,,64900
60868300, ,1,,64270
60868400, , ,1,64340
60868500,1, ,,64340
60868600, , ,1,64340
60868700, , ,1,65390
60868800, ,1,,65390
60868900,1, ,,65390
60869000,1, ,,65390
60869100, , ,1,62740
60869200,1, ,,66480
60869300, , ,1,66480
60869400, , ,1,64270
60869500, , ,1,64270
60869800, , ,1,64270
60869900, , ,1,64270
60870000, , ,1,64270
60870100,1, ,,64270
60870200, , ,1,64270
60870300, , ,1,60910
60870400,1, ,1,68050
60870500,1, ,,68050
60870600, ,1,,60560
60870700,1, ,,60560
60870800, ,1,,60560
60870900, , ,1,60560
60871000,1, ,,60560
60871100, ,1,,60560
60871101, ,1,,60560
60871200,1, ,,62600
60871300,1, ,,62600
60871700, , ,1,63360
60871800, ,1,,63360
60871900,1, ,,63360
60872400,1, ,,63360
60872600,1, ,,63369
60872700,1, ,,63360
60872800,1, ,,65600
60872900,1, ,,63290
60873100,1, ,,63360
60873500, ,1,,63570
60873600, ,1,,63570
60873700,1, ,,63570
60873800, , ,1,63570
60873900, ,1,,63570
60874000,1, ,,63570
60874100,1, ,,63570
60874200, ,1,,64340
60874300,1, ,,64340
60874400,1, ,,64340
60874500, ,1,,64340
60874600, , ,1,64340
60874700, ,1,,64340
60874800,1, ,,66230
60875000, ,1,,66230
60875100, ,1,,66230
60875300,1, ,,66230
60875400, , ,1,66230
60875500, , ,1,66230
60875600,1, ,,66230
60875800, , ,1,65390
60875900, , ,1,65390
60876100,1, ,,66230
60876200,1, ,,66230
60876300, , ,1,66230
60876400,1, ,,66230
60876500,1, ,,66230
60876600,1, ,,66230
60876700, ,1,,62600
60876800, ,1,,68610
60876801, ,1,,68610
60876900, ,1,,64900
60877000,1, ,,62600
60877100,1, ,,62600
60877300, ,1,,64970
60877400,1, ,,64970
60877500, ,1,,64970
60877700, , ,1,64970
60877900, , ,,64970
60878000,1, ,,64970
60878100, , ,1,64970
60878200, , ,,64970
60878300, , ,1,64970
60878400, , ,1,60630
60878500, ,1,,64410
60878600,1, ,,60980
60878700, ,1,,60980
60878900,1, ,,60980
60879000,1, ,,60980
60879100, , ,1,60980
60879200,1, ,,60980
60879400, ,1,,64410
60879600, , ,1,64410
60879700, , ,1,64410
60879800,1, ,,64410
60879900,1, ,,64410
60880000,1, ,,64410
60880100, , ,1,64900
60880200,1, ,,64900
60880800,1, ,,64340
60880900,1, ,,64340
60881000,1, ,,64340
60881100,1, ,,64340
60881200,1, ,,64340
60881300,1, ,,64340
60881400,1, ,,64340
60881500,1, ,,64340
60881600, ,1,,60630
60881700, , ,1,64410
60881800,1, ,,64410
60882100, ,1,,64410
60882200,1, ,,64410
60882400,1, ,,64410
60882500,1, ,,60630
60882600,1, ,1,60630
60882700, , ,1,60980
60882800,1, ,,60980
60882900,1, ,,60980
60883100, ,1,,60980
60883200, , ,1,64410
60883300, , ,1,64410
60883400, ,1,,64410
60883500, , ,1,64410
60883600,1, ,,64410
60884100, ,1,,64410
60884200,1, ,,64410
60884400,1, ,,64410
60884500,1, ,,64410
60884600, ,1,,64410
60884700,1, ,,62740
60884900, ,1,,62740
60885000, ,1,,62740
60885100, ,1,,60980
60885300, ,1,,64410
60885400,1, ,,64410
60885500,1, ,,64410
60885600,1, ,,60980
60885700, ,1,,64410
60885800,1, ,1,64410
60885900, , ,1,60630
60886000,1, ,,60630
60886100, , ,1,60630
60886200,1, ,,64410
60886300,1, ,,64410
60886400, ,1,,64410
60886600, ,1,,64410
60886700, , ,1,64410
60886800, , ,1,64410
60886900,1, ,,64410
60887000,1, ,,64410
60887100,1, ,,64410
60887300, , ,1,64410
60887400, , ,1,64410
60887500, ,1,,64410
60887600,1, ,,64410
60887900,1, ,,64410
60888000,1, ,,64410
60888100, ,1,,64410
60888200, ,1,,64410
60888300, ,1,,64410
60888400, ,1,,64410
60888500, , ,1,64410
60888600,1, ,,64410
60888700,1, ,,64410
60888800, , ,1,64410
60888900, ,1,,64410
60889000, ,1,,64410
60889001, ,1,,64410
60889100, ,1,,64410
60889200, ,1,,64410
60889201, ,1,,64410
60889400, , ,1,64410
60889500, , ,1,64410
60889600,1, ,1,64410
60889700,1, ,,64410
60889800,1, ,,64410
60889900, , ,1,64410
60890000, , ,1,64410
60890100,1, ,,64410
60890400,1, ,,64410
60890600, , ,,64410
60890700, ,1,,64410
60890800, ,1,,64410
60890900, ,1,,64410
60890901, ,1,,64410
60891000, ,1,,64410
60891001, ,1,,64410
60891100, , ,1,62600
60891200,1, ,,62600
60891400,1, ,,62600
60891500, , ,1,62600
60891600, ,1,,62600
60891700, , ,1,62600
60891800,1, ,,62600
60891900, , ,1,62600
60892100,1, ,,62600
60892200,1, ,,62700
60892300,1, ,,62700
60892400, ,1,,60560
60892500,1, ,,62600
60892600,1, ,,62600
60892700, ,1,,62600
60892800,1, ,,62600
60892900, , ,1,62600
60893000, ,1,,63570
60893100,1, ,,64340
60893200,1, ,,63570
60893300,1, ,,63570
60893400,1, ,,64270
60893500, , ,1,64270
60893600,1, ,,64270
60893700,1, ,,64270
60893800,1, ,,64270
60893900,1, ,,64270
60894000,1, ,,64270
60894100,1, ,,64270
60894300, , ,1,64270
60894700,1, ,,68400
60894800,1, ,,68400
60894900,1, ,,68400
60895000, , ,1,68400
60895100, ,1,,68400
60895200, , ,1,62600
60895300,1, ,1,68610
60895400, ,1,,68610
60895500,1, ,,68610
60895600,1, ,,64900
60895700,1, ,,64900
60895800, ,1,,64900
60895900, , ,1,64900
60896000, , ,1,64900
60896100,1, ,,64900
60896200,1, ,,64900
60896300,1, ,,64900
60896400,1, ,,64900
60896600, , ,1,64900
60896800, ,1,,60770
60896900, ,1,,60770
60897000, ,1,,60770
60897100,1, ,,60770
60897200,1, ,,60770
60897300,1, ,,60350
60897500, ,1,,64410
60897700, ,1,,64410
60897800, , ,1,64410
60898000,1, ,,64410
60898100,1, ,,64410
60898300, , ,1,64410
60898400,1, ,,64410
60898600, ,1,,64410
60898700,1, ,,64410
60898800, , ,1,64410
60898900,1, ,,64410
60899000,1, ,,64410
60899100, , ,,64410
60899200, ,1,,64410
60899300,1, ,,64410
60899400, , ,,64410
60899401, , ,,64410
60899500, , ,1,64410
60899600, ,1,,63570
60899700, , ,1,64410
60899800, , ,1,64410
60899900,1, ,,64410
60900000, , ,,64410
60900100,1, ,,64410
60900200, , ,1,64410
60900300, , ,1,64410
60900400, ,1,,64410
60900500,1, ,,64410
60900700, , ,1,64410
60900800, ,1,,64410
60901000,1, ,,64410
60901100, , ,1,64410
60901200,1, ,,64410
60901300, , ,1,64410
60901400,1, ,,60980
60901500,1, ,,60980
60901600, ,1,,60980
60901700, ,1,,66510
60901800,1, ,1,66510
60902000, ,1,,66510
60902100, , ,1,66510
60902200,1, ,,66510
60902300, , ,1,66510
60902400,1, ,,62600
60902500, ,1,,62600
60902600, , ,1,62600
60902700,1, ,,62600
60902800,1, ,,62600
60902900, ,1,,62600
60903000, , ,,62600
60903100,1, ,,62600
60903200, ,1,,62600
60903300, , ,1,67280
60903400, ,1,,67280
60903500, , ,1,67280
60903600, ,1,,67280
60903700, ,1,,67280
60903800, , ,1,67280
60904000,1, ,,60560
60904100,1, ,,60560
60904200, , ,1,60560
60904300,1, ,,60560
60904400, ,1,,60560
60904700, , ,,65390
60904800, , ,1,65390
60904900,1, ,,63640
60905000,1, ,,63640
60905100,1, ,,63640
60905200,1, ,,63640
60905300,1, ,,63640
60905400,1, ,,63640
60905500,1, ,,63640
60905600, , ,1,63640
60905900,1, ,,63640
60906000, , ,1,63640
60906200, , ,,65390
60906300,1, ,,65390
60906400,1, ,,65390
60906500, , ,,60560
60906600, ,1,,65390
60906700,1, ,,60560
60906800,1, ,,60560
60906900,1, ,,60560
60907000,1, ,,60560
60907200, ,1,,63570
60907700, ,1,,63570
60907900, ,1,,63570
60908000, ,1,,63570
60908100, ,1,,63570
60908200, ,1,,64410
60908300, , ,1,63570
60908500,1, ,,63570
60908600,1, ,,63570
60908700,1, ,1,63570
60909000,1, ,,63570
60909100, ,1,,63570
60909200,1, ,,63220
60909300, ,1,,63220
60909400, ,1,,63220
60909500,1, ,,63220
60909600, , ,1,63220
60909700, , ,,63220
60909800, ,1,,63570
60909900, , ,,63570
60910100,1, ,,63570
60910200,1, ,,63570
60910400, , ,1,63570
60910500,1, ,,63570
60910600,1, ,,63570
60910700, ,1,,63570
60910800,1, ,,63570
60910900,1, ,,63570
60911000, , ,1,63570
60911100, , ,1,63570
60911200, ,1,,63570
60911300,1, ,,64410
60911400, ,1,,63570
60911600,1, ,,63570
60911700,1, ,,63570
60911800,1, ,,63570
60912000, , ,1,63570
60912100, , ,1,63570
60912200,1, ,,67700
60912300, ,1,,67700
60912400, , ,1,67700
60912500, ,1,,63570
60912800,1, ,,63570
60912900,1, ,,63570
60913000,1, ,,63570
60913100, ,1,,63570
60913200, , ,1,63570
60913300, , ,1,63570
60913500,1, ,,63570
60913600, ,1,,63570
60913700, ,1,,63570
60913800,1, ,,63570
60913900, , ,1,63570
60914100, , ,1,63570
60914200,1, ,,63570
60914600,1, ,,63570
60914700, , ,1,63570
60914800, , ,1,63570
60914900,1, ,,67700
60915000,1, ,,67700
60915100,1, ,,67700
60915200,1, ,,67700
60915300, , ,1,67700
60915500, ,1,,63570
60915600, , ,,63570
60915700, , ,1,63570
60915800,1, ,,63570
60916000, ,1,,63570
60916200, , ,1,62600
60916300,1, ,,62600
60916600, , ,1,62600
60916700,1, ,1,62600
60916800, ,1,,62600
60916900,1, ,,62600
60917000,1, ,,62600
60917100, ,1,,62600
60917200, ,1,,62600
60917300, ,1,,68050
60917400, ,1,,62600
60917500, , ,1,68050
60917600,1, ,,68050
60917700,1, ,,68050
60917900, ,1,,67600
60918000, , ,,60560
60918100, ,1,,67600
60918200,1, ,,67600
60918300, , ,1,67600
60918400, ,1,,67600
60918500, ,1,,67600
60918700, ,1,,67600
60918800, , ,1,67600
60919100, ,1,,65390
60919200, ,1,,65390
60919300, ,1,,65390
60919600, , ,1,65390
60919800, , ,1,65390
60919900,1, ,,65390
60920000, ,1,,63570
60920100, ,1,,63570
60920200,1, ,,63570
60920300,1, ,,63570
60920500, , ,1,63570
60920800, , ,,63570
60921000,1, ,,63570
60921100,1, ,,63570
60921200,1, ,,63570
60921400,1, ,1,63570
60921500, , ,1,63570
60921600,1, ,,63570
60921700, , ,1,63570
60921900, , ,1,63570
60922200, , ,1,67700
60922300, , ,1,63570
60922400, , ,1,64410
60922500, , ,1,64410
60922600,1, ,,64410
60922700,1, ,,64410
60922800, , ,1,64410
60922900,1, ,,64410
60923000,1, ,,64410
60923100,1, ,,64410
60923200,1, ,,64410
60923300, , ,1,64410
60923400,1, ,,64410
60923500, , ,1,64410
60923600, ,1,,64410
60923700, , ,,64410
60923800, ,1,,64410
60923900, , ,1,64410
60924000,1, ,,64410
60924100, , ,1,64410
60924200,1, ,,62240
60924300, ,1,,63570
60924400,1, ,,63570
60924600,1, ,,66020
60924700,1, ,,66020
60924800,1, ,,66020
60924900, ,1,,66020
60925100, ,1,,63570
60925300,1, ,,63570
60925500, , ,1,63570
60925600,1, ,1,63570
60925700,1, ,,63570
60926000,1, ,,63570
60926100, , ,1,64410
60926200,1, ,,64410
60926300,1, ,,64410
60926400,1, ,,64410
60926600,1, ,,63570
60926700, , ,1,63570
60926800, , ,1,63570
60926900,1, ,,63570
60927100, , ,1,63570
60927200, , ,1,63570
60927400, , ,1,63570
60927600,1, ,1,63570
60927700, , ,,64080
60927800, ,1,,64080
60927900, ,1,,60490
60927901, ,1,,60490
60928000, ,1,,60490
60928100,1, ,,60490
60928200,1, ,,60490
60928300,1, ,,67910
60928500,1, ,,67910
60928600, , ,1,67910
60928700, , ,1,67910
60928800, , ,1,67910
60928900, , ,,67910
60929100, ,1,,62800
60929300,1, ,,62800
60929400,1, ,1,62800
60929500,1, ,1,62800
60929600, ,1,,67910
60929700,1, ,,64080
60929800,1, ,1,64080
60929900, ,1,,65250
60930000,1, ,,65250
60930100,1, ,,64270
60930200,1, ,,64270
60930300,1, ,,64270
60930400,1, ,,62030
60930500, ,1,,62030
60930501, ,1,,62030
60930502, ,1,,62030
60930600,1, ,1,62030
60930700, ,1,,62030
60930800, , ,,62030
60930900, ,1,,62030
60931000,1, ,,62030
60931100,1, ,,64410
60931200, , ,1,60980
60931300,1, ,,64410
60931400, , ,1,64410
60931500, , ,1,64410
60931600,1, ,,64410
60931700,1, ,,64410
60931800, , ,1,68540
60931900,1, ,,68540
60932000,1, ,,68540
60932200, ,1,,68540
60932300, ,1,,68540
60932400, ,1,,65150
60932500, , ,,67600
60932600,1, ,,65150
60932700, , ,1,67600
60932800,1, ,,65150
60932900, ,1,,65390
60932901, ,1,,65390
60933000, ,1,,65390
60933100,1, ,,65390
60933300,1, ,,65390
60933400, , ,1,67600
60933500,1, ,1,67600
60933600, , ,1,67600
60933700,1, ,,64900
60933800, , ,1,64900
60933900,1, ,,64900
60934000,1, ,,64900
60934200, ,1,,65390
60934300,1, ,,65390
60934400,1, ,1,65150
60934500,1, ,,66580
60934600,1, ,,66580
60934700,1, ,,66580
60934900, ,1,,64900
60935000,1, ,,64900
60935100, ,1,,64900
60935400, ,1,,64900
60935900,1, ,,65390
60936100,1, ,,65390
60936300,1, ,,68050
60936400,1, ,,68050
60936500,1, ,,68050
60936600, , ,1,68050
60936700, , ,1,68050
60936800, , ,1,68050
60936900, , ,1,68050
60937000, , ,1,68050
60937200,1, ,,68050
60937300, , ,1,65390
60937400, ,1,,65390
60937500,1, ,1,65390
60937600,1, ,,65390
60937900, , ,1,65390
60938000,1, ,,65390
60938100, , ,1,65390
60938300, , ,1,66580
60938400, ,1,,66580
60938500,1, ,,66580
60938600,1, ,,66580
60938800,1, ,,65390
60938900,1, ,,65390
60939000,1, ,,65390
60939200,1, ,,65390
60939300,1, ,,65390
60939400,1, ,,65390
60939500,1, ,,65390
60939600,1, ,,65390
60939700, , ,1,65390
60939800,1, ,,65390
60939900, ,1,,66580
60940000, ,1,,63710
60940100,1, ,,65320
60940200, , ,1,65320
60940500,1, ,,64660
60940600,1, ,,64660
60940700,1, ,,64660
60940800, ,1,,64690
60940900, , ,,64690
60941100,1, ,1,65600
60941200,1, ,,65600
60941400, , ,1,65600
60941500,1, ,1,65600
60941600,1, ,,65150
60941700, ,1,,65150
60941800, , ,1,65150
60941900, , ,1,65150
60942000,1, ,,63220
60942100,1, ,,63220
60942400,1, ,,62870
60942500,1, ,,67000
60942600, , ,1,67000
60942700, ,1,,67000
60942800, , ,,67000
60942900,1, ,,65950
60943000, , ,1,65950
60943100,1, ,1,65950
60943200,1, ,,68330
60943300,1, ,,68330
60943400,1, ,,67780
60943600,1, ,,63710
60943700,1, ,,63710
60943900, ,1,,63710
60944100, , ,1,63710
60944300, ,1,,63710
60944400, , ,,63710
60944600, , ,,63710
60944700,1, ,,64130
60944800,1, ,,64130
60944900, ,1,,64130
60945000,1, ,,64130
60945100, , ,1,64130
60945200,1, ,,64130
60945300,1, ,,64130
60945400,1, ,,64130
60945500, , ,1,65600
60945600,1, ,,65600
60945700,1, ,,65600
60945800, ,1,,65600
60945900, , ,1,65600
60946000,1, ,,65600
60946100,1, ,,65600
60946200, , ,1,65600
60946300, , ,,65600
60946400, ,1,,65600
60946500,1, ,1,65600
60946600,1, ,,65600
60946700,1, ,,65600
60946800, , ,1,65600
60946900,1, ,,65600
60947200, ,1,,64690
60947300, ,1,,64690
60947400, ,1,,65950
60947600, ,1,,65950
60947700, ,1,,65950
60947800, ,1,,65950
60948000, ,1,,65950
60948100, ,1,,64130
60948200, , ,,64130
60948300, , ,,64130
60948400,1, ,,64130
60948500, ,1,,64130
60948501, ,1,,64130
60948600,1, ,,64130
60948900, ,1,,63850
60949000,1, ,,63850
60949100, , ,1,63850
60949200, ,1,,63850
60949300,1, ,1,63850
60949400,1, ,1,60140
60949500, ,1,,60140
60949600, ,1,,60140
60949700,1, ,,60140
60949800,1, ,,60140
60949900,1, ,,60140
60950000, , ,,60420
60950100, , ,,67070
60950200, ,1,,67070
60950300, ,1,,60420
60950400, ,1,,60420
60950500, ,1,,61960
60950600, ,1,,60420
60950700,1, ,,60420
60950800,1, ,,61960
60950900,1, ,,61960
60951000, , ,1,61960
60951100,1, ,,67070
60951200, , ,,64690
60951400,1, ,,64690
60951500,1, ,,64690
60951600,1, ,,64690
60951900, , ,1,67070
60952000,1, ,,67070
60952100,1, ,,65950
60952200, ,1,,65950
60952300,1, ,,65950
60952400,1, ,,65950
60952500, , ,1,65950
60952600, , ,,65950
60952900,1, ,1,65950
60953000, , ,1,65950
60953100, ,1,,65950
60953200, , ,1,67070
60953300,1, ,,67070
60953400, , ,,62870
60953401, , ,,62870
60953500, , ,,60210
60953600,1, ,,65600
60953700,1, ,,65600
60953800, ,1,,64550
60953900, ,1,,64550
60953901, ,1,,64550
60954100,1, ,,62100
60954200, , ,,62100
60954300,1, ,,62100
60954400,1, ,,62100
60954500,1, ,,62100
60954700,1, ,,65950
60954800,1, ,,65950
60954900,1, ,,65950
60955000,1, ,,65950
60955100,1, ,,65950
60955200,1, ,,65250
60955300,1, ,,65250
60955500,1, ,,65250
60955600,1, ,1,68610
60955700, , ,1,68610
60955800,1, ,,68610
60955900,1, ,,68610
60956000, ,1,,68610
60956100, , ,,61750
60956200,1, ,,61750
60956300,1, ,,62240
60956400, , ,1,62240
60956500,1, ,,62240
60956600,1, ,,62240
60956700,1, ,,62240
60956800, ,1,,60490
60956900, , ,,60490
60957000,1, ,,60490
60957100, , ,,60490
60957200,1, ,,60490
60957300, ,1,,60490
60957400,1, ,,60490
60957500, ,1,,66480
60957700,1, ,,66480
60957800,1, ,,66480
60957900, , ,1,68610
60958000,1, ,,68610
60958100, ,1,,68610
60958200,1, ,,68610
60958300, , ,1,68610
60958400,1, ,,65320
60958500,1, ,,65320
60958600,1, ,,65320
60958700, ,1,,62800
60958800,1, ,,60140
60958900,1, ,,65320
60959000,1, ,,65320
60959100,1, ,,62800
60959200,1, ,,65320
60959400,1, ,,63150
60959500, ,1,,63150
60959600, ,1,,63150
60959700, ,1,,63150
60959800,1, ,,62240
60959900, , ,1,62240
60960000, , ,1,62240
60960200,1, ,,60840
60960300, ,1,,60840
60960400, , ,,65320
60960401, , ,,65320
60960500, ,1,,65320
60960600, ,1,,60840
60960800, , ,,62240
60960900, , ,1,62240
60961000, , ,1,65320
60961100, , ,1,65320
60961300,1, ,,67600
60961400,1, ,1,67600
60961500,1, ,,60350
60961600,1, ,,65250
60961700, ,1,,64690
60961800, ,1,,65600
60961900, , ,,65600
60962000, , ,1,65600
60962200, ,1,,65600
60962300, , ,1,65600
60962400,1, ,,65600
60962600, , ,1,65600
60962700, , ,1,65600
60962800, , ,,64690
60962900, , ,1,64690
60963100,1, ,,65680
60963200,1, ,,65680
60963400, , ,1,65680
60963500, ,1,,60210
60963600, ,1,,60210
60963700, ,1,,60210
60963800, ,1,,60210
60963900, ,1,,60210
60964100, , ,1,60210
60964300,1, ,,68330
60964400, , ,1,60420
60964500, , ,1,60420
60964600, , ,1,60420
60964700, ,1,,62100
60964701, ,1,,62100
60964702, ,1,,62100
60964800,1, ,,62100
60964900, , ,1,62100
60965000, , ,1,62100
60965200, , ,1,65680
60965300,1, ,,62100
60965500, , ,1,65950
60965700,1, ,,65950
60965800, , ,1,65950
60965900, , ,1,65950
60966000,1, ,,65950
60966100,1, ,,65950
60966200,1, ,,67070
60966300,1, ,,67070
60966400, ,1,,67070
60966500, , ,1,67070
60966600,1, ,,67070
60966700,1, ,,67070
60966800, , ,1,67070
60966900, ,1,,67070
60967000, ,1,,68680
60967100,1, ,,68680
60967200,1, ,,68680
60967300,1, ,,68680
60967400, , ,1,68680
60967500, , ,1,68680
60967700, , ,1,65600
60967800,1, ,,62100
60967900,1, ,,62100
60968000, ,1,,62100
60968100, , ,1,65680
60968300,1, ,,65680
60968600, ,1,,62100
60968700, ,1,,62100
60968800,1, ,,62100
60968900,1, ,,65950
60969000,1, ,,65950
60969100,1, ,,65950
60969200, ,1,,65810
60969300, , ,1,65810
60969400,1, ,,65810
60969500,1, ,,64130
60969600, , ,1,64130
60969700, , ,1,64130
60969800, , ,1,64130
60969900,1, ,,64130
60970000, , ,1,64130
60970100,1, ,,64130
60970200, , ,1,64130
60970300, , ,1,64130
60970400, , ,1,64130
60970500,1, ,,64130
60970600, , ,,68610
60970700, , ,,64340
60970800, ,1,,64340
60970900, , ,,64340
60971100, ,1,,64340
60971200, ,1,,64340
60971400, ,1,,64480
60971500, , ,1,64480
60971600,1, ,,64480
60971900,1, ,,64480
60972000, , ,1,64480
60972100, , ,1,64480
60972200, , ,,64480
60972300,1, ,,64690
60972600,1, ,,64690
60972700,1, ,,64690
60972800, ,1,,64690
60972900,1, ,,64690
60973000, ,1,,64690
60973100,1, ,,64690
60973200, ,1,,64690
60973300, ,1,,64690
60973400,1, ,,64690
60973500,1, ,,64690
60973600,1, ,,64690
60973800, ,1,,63710
60973900,1, ,1,63710
60974000,1, ,,63710
60974100, , ,1,63710
60974200, , ,1,63710
60974300, , ,1,63710
60974400, ,1,,61890
60974500,1, ,,61890
60974600,1, ,,61890
60974700, , ,,61890
60974701, , ,,61890
60974800,1, ,1,61890
60975000,1, ,,64690
60975100,1, ,,64690
60975200, , ,,64690
60975400, , ,1,64690
60975500, , ,1,64690
60975600, , ,1,64690
60975900,1, ,,64690
60976000,1, ,,64690
60976100,1, ,,64690
60976200,1, ,,64690
60976300,1, ,,64690
60976400, ,1,,63920
60976401, ,1,,63920
60976500, ,1,,63920
60976600,1, ,,63920
60976700,1, ,,63920
60976800, , ,1,63920
60976900,1, ,,63570
60977000,1, ,,63570
60977100,1, ,,63570
60977300, ,1,,64970
60977400, , ,1,64970
60977500,1, ,,64970
60977600, ,1,,64970
60977700, , ,1,64970
60977800,1, ,,64970
60977900,1, ,,64970
60978000,1, ,,64970
60978100,1, ,,64970
60978200, ,1,,64970
60978300,1, ,,64970
60978600,1, ,,64970
60978700,1, ,,64970
60978800, ,1,,64970
60978900, , ,1,64970
60979000,1, ,,64970
60979100, , ,1,64970
60979200, ,1,,63710
60979300,1, ,,63710
60979400,1, ,,63710
60979500, ,1,,63710
60979700, ,1,,63710
60979800,1, ,,63710
60979900, , ,1,63710
60980000, ,1,,63710
60980100,1, ,,63710
60980200,1, ,,63710
60980400,1, ,,63710
60980500,1, ,,63710
60980600, ,1,,65950
60980700, , ,1,65950
60980900,1, ,,65950
60981000,1, ,,62100
60981100, , ,1,65950
60981200, , ,1,65950
60981300,1, ,,65150
60981400, ,1,,65150
60981401, ,1,,65150
60981500, ,1,,65150
60981600,1, ,,65150
60981700, ,1,,65150
60981800,1, ,,65150
60982000,1, ,,64120
60982100,1, ,,64120
60982200,1, ,,64120
60982300,1, ,,64120
60982500,1, ,,68260
60982600, ,1,,68260
60982700, , ,,68260
60982800, ,1,,68260
60982900, ,1,,68260
60983000, ,1,,68260
60983100,1, ,,68260
60983200,1, ,,60280
60983300,1, ,,60280
60983400, , ,1,60280
60983500,1, ,,60280
60983700, ,1,,60280
60983800, , ,1,60280
60984100, , ,1,60910
60984300, , ,1,60910
60984500,1, ,,67600
60984800,1, ,,67600
60984900, ,1,,67600
60985000, ,1,,67600
60985100, , ,1,67600
60985200,1, ,,67600
60985400, , ,1,65150
60985500,1, ,,65150
60985600, ,1,,65150
60985800,1, ,,65150
60985900,1, ,,67600
60986000,1, ,,65150
60986100, , ,1,65150
60986300, , ,1,65150
60986400,1, ,,65150
60986500, , ,,65810
60986600, ,1,,65810
60986700,1, ,,60910
60986900, , ,,60910
60987000, ,1,,60910
60987100,1, ,1,60910
60987200,1, ,,60910
60987300, , ,1,60910
60987600, , ,1,60910
60987700, , ,1,68400
60987800,1, ,1,68400
60987900, ,1,,68400
60988000,1, ,,68400
60988100, , ,1,68400
60988200, , ,1,68400
60988300,1, ,,68400
60988400, ,1,,68400
60988500,1, ,1,68400
60988600,1, ,,68400
60988700, ,1,,64480
60988701, ,1,,64480
60988800,1, ,,64480
60988900,1, ,,64480
60989000,1, ,,64480
60989100,1, ,,64480
60989300,1, ,,68400
60989400, ,1,,68400
60989401, ,1,,68400
60989500, ,1,,68400
60989700, , ,1,68400
60989800,1, ,,68400
60989900,1, ,,68400
60990000, ,1,,68400
60990100, , ,1,68400
60990200,1, ,,68400
60990300,1, ,,67630
60990400, ,1,,67630
60990600,1, ,,67630
60990700,1, ,,67630
60990800, ,1,,61890
60990900, , ,1,61890
60991000, , ,1,61890
60991100, ,1,,61890
60991200, ,1,,66650
60991300, ,1,,66650
60991400, ,1,,66650
60991500,1, ,,65390
60991600,1, ,,65390
60991700,1, ,,65390
60991800, , ,1,65390
60991900, , ,1,65390
60992000, , ,1,65390
60992200, , ,1,65390
60992300, , ,1,65390
60992400,1, ,,65390
60992500, ,1,,65390
60992600,1, ,,65390
60992700,1, ,,65390
60992900,1, ,,60910
60993000, ,1,,60910
60993100, ,1,,60910
60993200, , ,1,60910
60993300, , ,,60910
60993400,1, ,,60910
60993500, ,1,,60280
60993600,1, ,,60280
60993700, , ,1,60280
60993800,1, ,,60280
60994000,1, ,,60280
60994100,1, ,,60280
60994200,1, ,,63710
60994300, , ,1,63710
60994400,1, ,,63710
60994500, ,1,,63710
60994600, , ,1,60910
60994700, , ,1,63710
60994800, , ,,63710
60995000,1, ,1,65390
60995200, ,1,,65390
60995300,1, ,1,65390
60995400,1, ,,65390
60995700, , ,,65390
60995800, ,1,,63710
60995900, , ,1,63710
60996000, , ,1,63710
60996100, , ,1,63710
60996200,1, ,,63710
60996300, ,1,,63710
60996500,1, ,,63710
60996600, ,1,,60910
60996700, ,1,,60910
60996800,1, ,,60910
60996900,1, ,,60910
60997000, ,1,,60910
60997100,1, ,,60910
60997200,1, ,,63710
60997300,1, ,,60910
60997400,1, ,,63710
60997500,1, ,,60910
60997600,1, ,,60910
60997700, , ,1,60910
60997800, , ,1,60910
60997900,1, ,,60910
60998100,1, ,,65390
60998200, , ,1,65390
60998300,1, ,,65390
60998500, ,1,,65950
60998600,1, ,,65950
60998700, , ,,65950
60998800, , ,,65950
60998900,1, ,,65950
60999000,1, ,,65950
60999100, , ,1,65950
60999200,1, ,,65950
60999400,1, ,,65950
60999500, ,1,,65950
60999600,1, ,,65950
60999700, ,1,,65950
60999900,1, ,,66580
61000000,1, ,,66580
61000200, ,1,,66580
61000300,1, ,,67490
61000400,1, ,,67490
61000700,1, ,,67910
61000800, , ,,67910
61000900, ,1,,64970
61001000,1, ,,64550
61001100,1, ,,64550
61001200,1, ,,64970
61001300, , ,1,64970
61001400, , ,1,64970
61001500, , ,1,64970
61001600,1, ,,64970
61001800, , ,1,64970
61001900, ,1,,64970
61001901, ,1,,64970
61002000, ,1,,60350
61002100, , ,,60350
61002200,1, ,,65320
61002300,1, ,,60350
61002400, , ,1,60350
61002600, , ,1,60350
61002700,1, ,,64550
61002800, , ,1,64550
61002900,1, ,,64550
61003000,1, ,,64550
61003100, , ,1,64550
61003200, , ,1,64550
61003300,1, ,,64970
61003400, , ,1,64970
61003500, , ,1,64970
61003600, , ,1,64970
