Cueanexo,Primario,Secundario,Inicial,id_departamento
380045101, , ,,38014
380045102, , ,,38014
380045300, ,1,,38021
380045400,1, ,,38021
380045500,1, ,,38014
380045600,1, ,1,38070
380045800, , ,,38063
380045801, , ,,38063
380045802, , ,,38070
380046000,1, ,1,38070
380046100,1, ,1,38063
380046300,1, ,1,38014
380046400,1, ,,38014
380046500, ,1,,38063
380046600,1, ,1,38063
380046700, ,1,,38014
380046800,1,1,1,38014
380047000,1, ,1,38042
380047100,1,1,1,38021
380047200, , ,,38021
380047201, , ,,38021
380047202, , ,,38021
380047300,1, ,1,38028
380047400,1, ,1,38094
380047600,1, ,1,38028
380047700,1, ,1,38028
380047900,1, ,1,38028
380048000,1, ,1,38028
380048100,1, ,1,38028
380048200,1, ,1,38028
380048300,1, ,1,38028
380048400,1, ,1,38028
380048500,1, ,1,38028
380048600,1, ,1,38070
380048700, ,1,,38063
380048701,1, ,1,38063
380048800,1, ,,38063
380048900, ,1,,38063
380049100,1, ,1,38063
380049200,1, ,,38063
380049300,1, ,1,38063
380049400,1, ,1,38063
380049500,1, ,1,38063
380049700,1, ,,38063
380049800,1, ,1,38063
380049900,1, ,1,38063
380050000,1, ,,38063
380050200,1, ,1,38063
380050300,1, ,1,38063
380050400, ,1,,38063
380050600,1, ,1,38105
380050800,1, ,1,38098
380050900,1, ,1,38007
380051000,1, ,1,38007
380051100,1, ,1,38007
380051200,1, ,1,38007
380051400,1, ,1,38007
380051500,1, ,1,38007
380051600,1, ,1,38007
380051700,1, ,1,38084
380051800,1, ,1,38084
380051900, ,1,,38084
380052000, , ,,38112
380052001, , ,,38007
380052100,1, ,,38112
380052200,1, ,1,38077
380052300,1, ,1,38112
380052400,1, ,1,38077
380052600,1, ,,38007
380052700,1, ,1,38007
380052800,1, ,,38007
380053000,1, ,1,38077
380053100,1, ,1,38049
380053200,1, ,1,38077
380053300,1, ,,38094
380053400,1, ,,38021
380053500,1, ,,38021
380053600,1, ,,38014
380053800,1, ,1,38014
380053900,1, ,,38035
380054100,1, ,1,38035
380054200,1, ,1,38035
380054300, , ,,38021
380054301, , ,,38084
380054700,1, ,1,38070
380054800,1, ,1,38028
380054900,1, ,1,38070
380055000, ,1,,38070
380055200,1, ,1,38063
380055300,1, ,1,38063
380055400,1, ,1,38070
380055500,1, ,1,38098
380055600,1,1,1,38021
380055700,1,1,1,38021
380055800,1,1,1,38021
380055801, , ,1,38021
380055900, ,1,,38021
380056000,1, ,1,38007
380057200,1, ,1,38105
380057900,1,1,1,38021
380058200, , ,,38021
380058201, , ,,38063
380058400,1, ,,38112
380058500,1,1,1,38014
380058600, ,1,,38070
380058900, ,1,,38021
380059000,1, ,1,38056
380059100, ,1,,38021
380061900,1,1,1,38014
380062000,1, ,,38028
380062100, ,1,,38014
380062400, , ,1,38021
380062800, , ,1,38021
380063100,1, ,1,38049
380063300,1, ,1,38021
380063301, ,1,,38021
380063400,1, ,,38007
380063500,1, ,,38014
380063600, ,1,,38094
380064000, ,1,,38098
380064100, , ,1,38021
380064200,1, ,,38063
380064300,1, ,1,38021
380064400,1, ,,38021
380064500,1, ,,38112
380064700,1, ,,38063
380064800,1, ,,38021
380064900,1,1,1,38014
380065000,1, ,,38014
380065100, ,1,,38021
380065300, ,1,,38007
380065500, ,1,,38077
380065600, ,1,,38049
380065700, ,1,,38028
380066000, ,1,,38094
380066100, ,1,,38042
380066500, ,1,,38021
380066600,1, ,,38021
380066700,1, ,,38021
380066800,1, ,,38042
380069800, , ,1,38021
380070100, , ,1,38021
380070101, , ,1,38063
380070300, , ,1,38021
380070500, , ,1,38021
380070700, , ,1,38021
380071100, , ,1,38021
380072100, , ,1,38014
380072300, , ,1,38014
380072400, , ,1,38014
380073000, ,1,,38077
380073300, , ,1,38042
380073400, , ,1,38021
380073500, , ,,38021
380073501, , ,,38035
380073900, , ,,38094
380073901, , ,,38028
380074100, , ,1,38021
380074200, ,1,,38021
380074400, ,1,,38014
380074600, , ,,38021
380074800,1, ,,38021
380074900,1, ,1,38084
380075000, , ,,38021
380075200, ,1,,38049
380075300, ,1,,38077
380075400, ,1,,38112
380076800, , ,,38021
380076801, , ,,38028
380076802, , ,,38021
380076803, , ,,38021
380076804, , ,,38028
380077000, ,1,,38049
380077100, ,1,,38007
380077300, ,1,,38007
380077400,1, ,1,38014
380077500, ,1,,38077
380077600,1, ,1,38021
380077700, ,1,,38063
380077800, ,1,,38063
380077900, ,1,,38112
380078000, ,1,,38084
380078300, ,1,,38112
380078400, ,1,,38007
380078500, ,1,,38028
380078600, ,1,,38094
380078700,1, ,,38063
380078800, ,1,,38063
380078900, ,1,,38035
380079100, , ,,38021
380079400, , ,,38042
380079500,1, ,,38063
380079700, ,1,,38021
380079800, , ,,38021
380079900,1, ,,38021
380079901, , ,1,38021
380080000,1, ,,38042
380080100,1, ,,38014
380080300, ,1,,38105
380080400,1, ,,38021
380080500, ,1,,38007
380080600, ,1,,38007
380080700, ,1,,38112
380080800, ,1,,38035
380081000, ,1,,38021
380081100, ,1,,38084
380081200, ,1,,38028
380081400, , ,,38021
380081401, , ,,38035
380081402, , ,,38112
380081500,1, ,1,38094
380082000,1, ,,38021
380082200, ,1,,38028
380082300,1, ,1,38098
380082400, ,1,,38028
380082500, ,1,,38035
380082600, ,1,,38077
380082700, ,1,,38063
380082800, ,1,,38021
380083800, ,1,,38105
380083900,1, ,,38112
380084100, ,1,,38021
380084200, ,1,,38021
380084300, ,1,,38021
380084400, ,1,,38056
380084500, ,1,,38014
380084600, ,1,,38035
380084700, ,1,,38014
380084800, ,1,,38042
380084900, ,1,,38063
380085000, ,1,,38014
380085100,1, ,,38021
380085200, ,1,,38021
380085300, ,1,,38021
380085400,1, ,,38021
380085500, , ,1,38112
380085600, ,1,,38028
380085700, , ,1,38035
380085800, , ,1,38021
380085900, , ,1,38021
380086000, , ,1,38021
380086100, , ,1,38014
380086200, ,1,,38014
380086300, ,1,,38063
380086500, , ,1,38021
380086700, , ,1,38007
380086701, , ,1,38007
380086800, , ,1,38028
380086801, , ,1,38028
380086900, , ,1,38021
380086901, , ,1,38021
380087000, , ,1,38021
380087001, , ,1,38021
380087100, , ,1,38021
380087101, , ,1,38021
380087200, , ,1,38063
380087201, , ,1,38063
380087300, , ,1,38063
380087301, , ,1,38063
380087302, , ,1,38063
380087400, , ,1,38035
380087401, , ,1,38035
380087402, , ,1,38035
380087500, , ,1,38035
380087501, , ,1,38035
380087502, , ,1,38035
380087600, , ,1,38112
380087601, , ,1,38112
380087602, , ,1,38112
380087700, , ,1,38007
380087701, , ,1,38007
380087800, , ,1,38094
380087801, , ,1,38094
380087900, , ,1,38021
380087901, , ,1,38021
380088000, , ,1,38021
380088001, , ,1,38021
380088100, , ,1,38021
380088101, , ,1,38021
380088200, , ,1,38021
380088201, , ,1,38021
380088300, , ,1,38021
380088301, , ,1,38021
380088400, , ,1,38021
380088401, , ,1,38021
380088500, , ,1,38021
380088501, , ,1,38021
380088600, , ,1,38021
380088601, , ,1,38021
380088602, , ,1,38021
380088700, , ,1,38042
380088701, , ,1,38042
380088800, , ,1,38042
380088801, , ,1,38042
380088900, , ,1,38014
380088901, , ,1,38014
380089000, , ,1,38063
380089001, , ,1,38063
380089100, , ,1,38063
380089101, , ,1,38063
380089102, , ,1,38063
380089200, , ,1,38035
380089201, , ,1,38035
380089300, ,1,,38035
380089400, ,1,,38021
380089600, , ,1,38021
380089700,1, ,,38035
380089900, ,1,,38094
380090000, ,1,,38007
380090100, , ,,38021
380090200, , ,,38021
380090300, ,1,,38098
380090400, , ,1,38021
380090401, , ,1,38021
380090500,1, ,1,38063
380090600, , ,1,38021
380090601, , ,1,38021
380090700, , ,1,38021
380090701, , ,1,38021
380090800, , ,1,38014
380090801, , ,1,38014
380090900, , ,1,38063
380090901, , ,1,38063
380091000, , ,1,38063
380091001, , ,1,38063
380091100, , ,1,38035
380091101, , ,1,38035
380091200, , ,1,38035
380091201, , ,1,38035
380091300, , ,1,38021
380091400, ,1,,38063
380091500,1, ,1,38014
380092200, ,1,,38042
380092300, ,1,,38007
380092400, ,1,,38014
380092500, ,1,,38021
380092501, ,1,,38063
380092502, ,1,,38035
380092503, ,1,,38049
380092504, ,1,,38021
380092506, ,1,,38077
380092507, ,1,,38007
380092509, ,1,,38105
380092510, ,1,,38105
380092511, ,1,,38049
380092700, , ,,38021
380092800, , ,,38021
380092900, ,1,,38077
380093000, ,1,,38021
380093400,1, ,,38021
380093600,1, ,,38021
380093601, , ,1,38021
380093700, , ,,38021
380093800, , ,1,38063
380093801, , ,1,38063
380094000, , ,1,38021
380094100, , ,,38021
380094102, , ,,38035
380094200, ,1,,38021
380094201, ,1,,38028
380094202, ,1,,38028
380094203, ,1,,38028
380094204, ,1,,38028
380094205, ,1,,38028
380094207, ,1,,38028
380094208, ,1,,38007
380094210, ,1,,38084
380094211, ,1,,38021
380094213, ,1,,38042
380094214, ,1,,38021
380094800, , ,,38021
380094900, , ,,38063
380095100, ,1,,38014
380095101,1, ,,38014
380095200, , ,1,38063
380095300, ,1,,38014
380095400, ,1,,38105
380095500, ,1,,38021
380095600,1, ,,38042
380095700, , ,1,38112
380095900, , ,,38021
380096000, , ,1,38021
380096100, , ,1,38014
380096200, , ,1,38042
380096500, , ,1,38063
380096501,1,1,,38063
380096600, , ,1,38021
380096900, , ,1,38021
380097000, , ,1,38021
380097200, , ,1,38042
380097300, ,1,,38063
380097400, , ,1,38112
380097401, , ,1,38112
380097500, , ,1,38021
380097600,1, ,,38021
380097700, ,1,,38021
380097800, , ,,38021
380098000, , ,1,38035
380098100, , ,1,38035
380098101, , ,1,38035
380098200, , ,1,38035
380098400, , ,,38021
380098600, , ,1,38021
380098701,1, ,,38021
380098900, ,1,,38084
380099000, , ,1,38063
380099001, , ,1,38063
380099002, , ,1,38063
380099200, , ,1,38021
380099300, , ,1,38021
380099400, , ,1,38021
380099401, , ,1,38021
380099500, , ,1,38021
380099600, , ,1,38028
380099700, , ,,38014
380099800, , ,1,38014
380099900, ,1,,38077
380100000, ,1,,38021
380100001, ,1,,38112
380100003, ,1,,38077
380100004, ,1,,38049
380100005, ,1,,38028
380100006, ,1,,38028
380100007, ,1,,38084
380100008, ,1,,38084
380100009, ,1,,38028
380100010, ,1,,38007
380100011, ,1,,38028
380100100, , ,1,38070
380100200, , ,1,38021
380100400, , ,1,38070
380100600, , ,1,38063
380100900, , ,1,38035
380101100, , ,1,38021
380101200, , ,1,38021
380101700, , ,1,38021
380101800, , ,,38042
380101900, , ,1,38021
380102000, , ,1,38021
380102100, , ,1,38042
380102200, , ,1,38035
380102300, , ,1,38021
380102400, , ,1,38014
380102500, , ,1,38014
380102600, ,1,,38014
380102700, ,1,,38035
380102800, , ,1,38035
380102900, , ,1,38021
380103000, , ,1,38035
380103100, , ,1,38042
380103200,1, ,,38063
380103300, , ,1,38014
380103400, , ,1,38070
380103500, , ,1,38014
380103600, , ,1,38014
380103700, , ,1,38014
380103800, , ,1,38042
380103900, , ,1,38021
380104000, , ,1,38094
380104100, , ,1,38094
380104200, , ,1,38063
380104300, , ,1,38014
380104400, , ,1,38014
380104500,1, ,1,38021
380105000, ,1,,38021
380105001, ,1,,38021
380105002, ,1,,38042
380105003, ,1,,38098
380105004, ,1,,38014
380105005, ,1,,38014
380105006, ,1,,38112
380105007, ,1,,38098
380105008, ,1,,38014
380105009, ,1,,38021
380105010, ,1,,38094
380105011, ,1,,38094
380105012, ,1,,38007
380105100, , ,1,38021
380105200, , ,1,38021
380105300, ,1,,38014
380105301, ,1,,38063
380105302, ,1,,38063
380105303, ,1,,38063
380105304, ,1,,38063
380105305, ,1,,38063
380105306, ,1,,38063
380105307, ,1,,38063
380105308, ,1,,38070
380105309, ,1,,38070
380105310, ,1,,38070
380105311, ,1,,38070
380105400, , ,1,38021
380105500, , ,1,38035
380105600, , ,1,38021
380105700, , ,1,38112
380105800, , ,1,38021
380106200, ,1,,38084
380106400, , ,1,38021
380106700, , ,1,38021
380108000,1, ,,38070
380108100, , ,1,38063
380108200, , ,1,38014
420000100, ,1,,42133
420000200,1, ,,42133
420000300,1, ,,42133
420000600, ,1,,42133
420000601, ,1,,42126
420000800,1, ,,42133
420001100,1, ,,42133
420001600,1, ,,42126
420001700, , ,1,42126
420001701, , ,1,42126
420001702, , ,1,42126
420001703, , ,1,42126
420001705, , ,1,42126
420001800,1, ,,42126
420002000,1, ,,42126
420002100,1, ,,42133
420002200, ,1,,42133
420002300,1, ,,42133
420002400, ,1,,42133
420002500,1,1,1,42133
420002600, ,1,,42126
420002700,1, ,,42133
420002800,1, ,,42133
420003100, ,1,,42126
420003101, ,1,,42126
420003400,1, ,,42126
420003500,1, ,1,42126
420003800,1, ,1,42126
420003900, ,1,,42126
420004500,1, ,,42147
420004600,1, ,,42147
420004700,1, ,,42147
420005100, ,1,,42133
420005300,1, ,,42056
420005700,1, ,,42056
420005800, ,1,,42056
420005801, ,1,,42056
420006200,1, ,,42126
420006300,1, ,,42126
420006400,1, ,,42126
420006500, ,1,,42056
420006501, ,1,,42133
420006600, ,1,,42056
420006601, ,1,,42056
420006700,1, ,,42056
420006800, ,1,,42056
420006900,1, ,,42056
420007000,1, ,,42147
420007100, ,1,,42147
420007200,1, ,,42056
420007300,1, ,,42056
420007400,1, ,,42056
420007500, ,1,,42056
420007700, ,1,,42126
420007701, ,1,,42126
420007800,1, ,,42126
420007900,1, ,,42126
420008300, ,1,,42147
420008500,1, ,,42133
420008700, ,1,,42133
420008900,1, ,,42133
420009200,1, ,1,42056
420009300,1, ,,42056
420009800, ,1,,42105
420010400,1,1,1,42105
420010500,1, ,,42105
420010800,1, ,,42119
420010900,1, ,,42119
420011000, , ,1,42119
420011002, , ,1,42119
420011004, , ,1,42119
420011005, , ,1,42119
420011008, , ,1,42119
420011009, , ,1,42035
420011300,1, ,,42119
420011500, , ,,42119
420011600,1, ,,42119
420011800,1, ,1,42105
420011900,1, ,,42105
420012000,1, ,,42105
420012300,1, ,,42105
420012400, , ,1,42105
420012401, , ,1,42105
420012408, , ,1,42105
420012409, , ,1,42105
420012600,1, ,,42105
420012700,1,1,1,42105
420012800,1, ,,42105
420012900, ,1,,42105
420012902, ,1,,42105
420013000, , ,,42105
420013100,1, ,,42105
420013200,1, ,,42105
420013300,1, ,,42105
420013400, ,1,,42105
420013500,1,1,1,42105
420013700,1,1,1,42105
420013800, ,1,,42105
420013900, ,1,,42105
420014000, ,1,,42119
420014100,1, ,,42119
420014200, ,1,,42119
420014300,1, ,,42105
420014400, ,1,,42105
420014500,1, ,,42105
420014800,1, ,,42105
420015000,1, ,,42105
420015200,1, ,,42119
420015500,1, ,,42105
420015600,1, ,,42119
420015700, , ,,42105
420015800, ,1,,42119
420016000, , ,1,42105
420016001, , ,1,42105
420016002, , ,1,42105
420016100, ,1,,42105
420016500, , ,,42035
420016800,1, ,,42035
420017000,1, ,,42035
420017100,1, ,,42035
420017400,1, ,,42035
420017600,1, ,,42035
420017900,1, ,,42098
420018000, ,1,,42098
420018400,1, ,,42098
420018500, ,1,,42021
420018700,1, ,,42021
420018900, ,1,1,42021
420019000,1, ,1,42140
420019400, , ,1,42021
420019500,1, ,,42021
420019800,1, ,,42021
420020000, ,1,,42028
420020100,1, ,,42028
420020400,1, ,,42028
420020500,1, ,1,42028
420020600, ,1,,42028
420020700,1, ,,42028
420020800, ,1,,42028
420020900,1, ,,42028
420021000, ,1,,42035
420021001, ,1,,42035
420021100, , ,1,42035
420021101, , ,1,42035
420021102, , ,1,42035
420021103, , ,1,42035
420021104, , ,1,42035
420021105, , ,1,42035
420021108, , ,1,42035
420021300,1, ,,42035
420021400,1, ,,42035
420021500,1, ,,42035
420021600, ,1,,42035
420021601, ,1,,42035
420021700, ,1,,42098
420021900,1, ,,42021
420022100,1, ,,42021
420022300,1, ,,42140
420022500,1, ,,42140
420022600, ,1,,42140
420022700, ,1,,42021
420022800,1, ,,42021
420022900,1, ,,42021
420023000,1, ,,42021
420023100, ,1,,42021
420023300,1, ,,42035
420023400, ,1,,42035
420023401, ,1,,42035
420023600,1, ,1,42098
420023700, ,1,,42098
420023800, , ,,42098
420023900,1, ,1,42098
420024000,1, ,,42098
420024100,1, ,,42021
420024200,1, ,,42021
420024300,1, ,,42021
420024400,1, ,,42021
420024500, ,1,,42021
420024700,1, ,,42140
420024800,1, ,,42021
420025000,1,1,1,42021
420025500,1, ,,42035
420025600,1, ,,42098
420025700, ,1,,42098
420025800, ,1,,42098
420025900,1, ,,42098
420026000, , ,1,42021
420026001, , ,1,42021
420026002, , ,1,42021
420026004, , ,1,42021
420026200,1, ,,42021
420026300,1, ,,42021
420026400,1, ,1,42140
420026600,1, ,1,42140
420026700, , ,1,42021
420026703, , ,1,42021
420026709, , ,1,42021
420026710, , ,1,42021
420026900,1, ,,42021
420027000,1,1,1,42021
420027100,1, ,,42021
420027200,1, ,,42021
420027500,1, ,1,42021
420027800, ,1,,42021
420028800, , ,1,42021
420028900, , ,,42021
420028901, , ,,42140
420028903, , ,,42049
420028904, , ,,42007
420029300, ,1,,42021
420029400, ,1,,42021
420029500, ,1,,42021
420029700,1, ,,42021
420029900, ,1,,42021
420030000, ,1,,42021
420030100,1, ,,42021
420030200,1, ,,42021
420030300,1, ,,42021
420030500, , ,,42021
420030600, ,1,,42021
420031000, ,1,,42021
420031100,1,1,1,42021
420031201, , ,1,42021
420031202,1, ,,42021
420031203, ,1,,42021
420031300,1, ,,42021
420031400, , ,,42021
420031402, , ,,42105
420031500, , ,1,42021
420031502, , ,1,42021
420031506, , ,1,42021
420031507, , ,1,42021
420031600,1, ,,42021
420031700,1, ,,42021
420032000, ,1,,42021
420032001, ,1,,42021
420032100,1, ,1,42021
420032200,1, ,,42021
420032500,1, ,,42021
420032700,1, ,,42021
420032900,1, ,,42063
420033000,1, ,,42063
420033100,1, ,,42154
420033200,1, ,,42154
420033600,1, ,1,42154
420033700,1, ,,42154
420033800,1, ,1,42154
420033900, ,1,,42049
420034500,1, ,1,42112
420034600, ,1,,42112
420034800,1, ,1,42091
420034900,1, ,,42112
420035200,1, ,,42070
420035300,1, ,,42070
420035400,1, ,,42070
420035800,1, ,1,42007
420035900, , ,,42007
420036000, ,1,,42007
420036100,1, ,,42007
420036200, ,1,,42007
420036600,1, ,,42007
420036800,1, ,1,42007
420036900, ,1,,42077
420037000,1, ,1,42014
420037400,1, ,,42084
420037600,1, ,1,42077
420037700,1, ,,42014
420037800,1, ,,42014
420038100,1, ,,42049
420038200, ,1,,42154
420038300, ,1,,42154
420038400, ,1,,42154
420038500,1, ,,42154
420038600,1, ,,42154
420038700, ,1,,42112
420038800,1, ,,42112
420038900,1, ,,42154
420039100,1, ,,42112
420039200,1, ,,42091
420039400, ,1,,42070
420039500, ,1,,42007
420039600,1, ,,42007
420039700, ,1,,42007
420039800,1, ,,42007
420039900, ,1,,42070
420040100,1, ,,42077
420040200,1, ,,42077
420040300, , ,,42154
420040400, , ,1,42154
420040402, , ,1,42154
420040405, , ,1,42154
420040411, , ,1,42154
420040415, , ,1,42154
420040416, , ,1,42154
420040500,1, ,,42042
420040600,1, ,,42042
420040700,1,1,1,42154
420040900, ,1,,42112
420041000,1, ,,42112
420041100, ,1,,42077
420041200,1, ,,42007
420041300, ,1,,42007
420041500,1, ,,42007
420041600, ,1,,42077
420041700,1, ,,42070
420041800,1, ,,42070
420041900,1, ,1,42070
420042200,1, ,1,42154
420042300,1, ,,42154
420042400,1, ,,42154
420042500, ,1,,42154
420042700,1, ,,42154
420042900,1, ,1,42112
420043000,1, ,,42112
420043100, , ,1,42007
420043102, , ,1,42007
420043103, , ,1,42007
420043104, , ,1,42007
420043105, , ,1,42007
420043107, , ,1,42070
420043109, , ,1,42070
420043117, , ,1,42007
420043200, , ,1,42070
420043203, , ,1,42070
420043205, , ,1,42077
420043206, , ,1,42077
420043207, , ,1,42077
420043208, , ,1,42077
420043500, ,1,,42070
420043600,1, ,,42070
420043700, ,1,,42070
420043900, ,1,,42077
420044200,1, ,,42077
420044300,1, ,,42077
420044800,1, ,,42021
420045000, , ,1,42133
420045002, , ,1,42133
420045003, , ,1,42133
420045200,1, ,,42133
420045800, ,1,,42021
420046600, , ,1,42056
420046601, , ,1,42056
420046602, , ,1,42056
420046603, , ,1,42056
420046604, , ,1,42056
420046608, , ,1,42056
420046700,1, ,,42021
420047100,1, ,,42154
420047200,1, ,1,42105
420047500,1, ,,42021
420060100, ,1,,42021
420060200, ,1,,42021
420060300, ,1,,42021
420060400, ,1,,42021
420060500, ,1,,42021
420060600, ,1,,42021
420060700, ,1,,42021
420060800, ,1,,42021
420060900, ,1,,42021
420061000, ,1,,42021
420061100, ,1,,42021
420061200, ,1,,42105
420061300, ,1,,42105
420061301, ,1,,42147
420061400, ,1,,42105
420061500, ,1,,42105
420061501, ,1,,42105
420061600, ,1,,42105
420061700, ,1,,42105
420061800, ,1,,42007
420061900, ,1,,42056
420062000, ,1,,42035
420062001, ,1,,42035
420062100, ,1,,42070
420062101, ,1,,42070
420062200, ,1,,42112
420062201, ,1,,42112
420062400, ,1,,42119
420062500, ,1,,42126
420062501, ,1,,42126
420062600, ,1,,42133
420062700, ,1,,42133
420062701, ,1,,42133
420062800, ,1,,42140
420062900, ,1,,42147
420063000, ,1,,42154
420070000, , ,1,42098
420070001, , ,1,42098
420070002, , ,1,42098
420070008, , ,1,42098
420070100, , ,1,42049
420070101, , ,1,42063
420070102, , ,1,42063
420070200, , ,1,42014
420070202, , ,1,42084
420070300,1, ,,42049
420071700,1, ,,42105
420071800, ,1,,42098
420071801, ,1,,42098
420071900, ,1,,42028
420072900, ,1,,42014
420074600, , ,1,42021
420074700,1, ,1,42105
420074800, , ,,42021
420074801,1,1,1,42021
420076000, ,1,,42049
420076400, , ,,42021
420076800, ,1,,42021
420082600, , ,,42021
420082700, , ,,42021
420084600, ,1,,42154
420084700, , ,1,42021
420085400, ,1,,42042
420086900, ,1,,42119
420086901, ,1,,42035
420088600,1, ,1,42063
420089000,1, ,,42112
420090800,1, ,,42028
420091000, ,1,,42021
420091100,1, ,,42021
420091200, ,1,,42063
420091300, ,1,,42042
420091500, ,1,,42091
420091600, ,1,,42112
420091700, ,1,,42154
420092200, ,1,1,42021
420092201, ,1,,42140
420092202, ,1,,42021
420092900,1, ,,42105
420093000,1, ,,42105
420093100,1, ,,42140
420093300, ,1,,42140
420093400, ,1,,42105
420093900, , ,1,42028
420093901, , ,1,42028
420093902, , ,1,42021
420093903, , ,1,42028
420093904, , ,1,42028
420094000, ,1,,42154
420095600, , ,1,42021
420095700, , ,1,42021
420095800, , ,1,42021
420095900, , ,1,42021
420096000, , ,1,42021
420096200, , ,1,42021
420096202,1, ,,42021
420096500, , ,1,42021
420097000, , ,1,42021
420097500, ,1,,42063
420098200, , ,1,42021
420098201, , ,1,42021
420098202, , ,1,42021
420098206, , ,1,42154
420098300, , ,1,42105
420098301, , ,1,42105
420098302, , ,1,42105
420098303, , ,1,42056
420098305, , ,1,42105
420098306, , ,1,42147
420098307, , ,1,42105
420098400, ,1,,42084
420098500, ,1,,42035
420100000, ,1,,42056
420100100, ,1,,42105
420100200, ,1,,42154
420100300, , ,1,42105
420100301, , ,1,42105
420100303, , ,1,42105
420100400, , ,1,42021
420100401, , ,1,42021
420100402, , ,1,42021
420100500, , ,1,42021
420100501, , ,1,42021
420100502, , ,1,42021
420100503, , ,1,42021
420100600, , ,1,42021
420100601, , ,1,42021
420100602, , ,1,42021
420100603, , ,1,42021
420100700, , ,1,42021
420100701, , ,1,42021
420100702, , ,1,42035
420100703, , ,1,42035
420100800, , ,1,42042
420100801, , ,1,42154
420100802, , ,1,42112
420100803, , ,1,42091
420100804, , ,1,42042
420102000, , ,1,42021
420102001, , ,1,42021
420102002, , ,1,42021
420102003, , ,1,42021
420102100, , ,1,42105
420102101, , ,1,42105
420102102, , ,1,42105
420102200, , ,1,42112
420102202, , ,1,42112
420102203, , ,1,42112
420102204, , ,1,42112
420102206, , ,1,42112
420102300, , ,1,42140
420102301, , ,1,42140
420102302, , ,1,42140
420102303, , ,1,42140
420102400, , ,1,42147
420102401, , ,1,42147
420102402, , ,1,42147
420102403, , ,1,42126
420102404, , ,1,42126
420102405, , ,1,42126
420102500, , ,1,42021
420102501, , ,1,42021
420102502, , ,1,42021
420102503, , ,1,42021
420102504, , ,1,42021
420103500, , ,1,42133
420103502, , ,1,42133
420103503, , ,1,42133
420103505, , ,1,42133
420103506, , ,1,42056
420103508, , ,1,42133
420103600,1, ,,42105
420103700,1, ,,42021
420103800, ,1,,42021
420103900, ,1,,42105
420104000, , ,1,42021
420104900,1, ,,42021
420105000, , ,1,42105
420105900, , ,1,42021
460000100,1, ,1,46014
460000200,1, ,,46014
460000300, , ,1,46014
460000400, , ,1,46014
460000500, , ,1,46014
460000600,1, ,1,46014
460000700,1, ,,46014
460000800,1, ,1,46014
460000900,1, ,1,46014
460001000, , ,1,46014
460001100,1,1,1,46014
460001200, , ,1,46014
460001500, , ,1,46014
460001600,1, ,,46014
460001700,1, ,,46014
460001800, ,1,,46014
460002000,1, ,,46014
460002100,1, ,,46014
460002200,1, ,,46014
460002300, , ,1,46014
460002400, , ,1,46014
460002500, , ,1,46014
460002600,1, ,,46014
460002800,1, ,1,46014
460002900,1, ,1,46014
460003000,1, ,1,46014
460003100,1, ,1,46014
460003400,1, ,1,46014
460003700,1, ,1,46014
460003900,1, ,1,46014
460004000, , ,1,46126
460004200, , ,1,46014
460004400,1, ,1,46007
460004500,1, ,1,46007
460004700,1, ,,46014
460004800,1, ,,46014
460004900, ,1,,46014
460005000,1,1,1,46014
460005100,1, ,,46014
460005200,1, ,,46014
460005300, , ,,46014
460005400, , ,1,46014
460005500,1, ,,46014
460005600,1, ,,46014
460005700, , ,1,46014
460005800, ,1,,46014
460005900,1, ,,46014
460006000, , ,,46014
460006100, ,1,,46014
460006200, , ,1,46014
460006300,1, ,,46014
460006400, ,1,,46014
460006500,1, ,,46014
460006600, ,1,,46126
460006700,1, ,,46126
460006800,1, ,,46014
460006900,1, ,,46014
460007000,1, ,,46007
460007100, ,1,,46007
460007200,1, ,1,46007
460007300, ,1,,46007
460007302, ,1,,46007
460007400,1, ,1,46007
460007500, , ,1,46007
460007501, , ,1,46007
460007600,1, ,1,46007
460007800,1, ,1,46014
460007900,1, ,,46014
460008000, , ,1,46014
460008100, ,1,,46014
460008200,1, ,,46014
460008300,1, ,,46014
460008500, , ,1,46014
460008600,1,1,1,46014
460008800,1, ,1,46014
460008900,1, ,1,46014
460009000,1, ,,46014
460009100,1, ,,46014
460009200, , ,1,46014
460009300, , ,1,46014
460009400,1, ,,46007
460009500, , ,,46007
460009600,1, ,,46049
460009700,1, ,,46049
460009800,1, ,,46049
460009900,1, ,,46049
460010000,1, ,,46049
460010200,1, ,,46119
460010300, ,1,,46119
460010301, ,1,,46119
460010302, ,1,,46119
460010400, , ,1,46119
460010401, , ,1,46119
460010402, , ,1,46119
460010403, , ,1,46119
460010404, , ,1,46119
460010405, , ,1,46119
460010500,1, ,,46119
460010600, , ,,46119
460010900,1,1,,46119
460011100,1, ,1,46007
460011300,1, ,1,46007
460011500,1,1,1,46007
460011600, ,1,,46007
460011700,1, ,,46049
460011800,1, ,,46049
460011900, ,1,,46049
460012000,1, ,,46049
460012100,1, ,,46049
460012200, , ,,46021
460012400,1, ,1,46021
460012500,1, ,,46021
460012700,1, ,1,46021
460012800, ,1,,46021
460013100, , ,1,46021
460013101, , ,1,46021
460013102, , ,1,46021
460013103, , ,1,46021
460013200,1, ,,46007
460013300, ,1,,46007
460013400, ,1,,46049
460013500,1, ,,46049
460013600, ,1,,46049
460013601, ,1,,46049
460013700, ,1,,46049
460013900,1, ,,46119
460014000, , ,,46049
